pdb,ligand_file,chembl_id,tanimoto_index,smiles
3pxf,1pxn_ligand_similar_183,CHEMBL202740,0.62963,s1c(c(nc1N)C)c1csc(n1)Nc1c(cccc1)OC
3pxf,1pxn_ligand_similar_184,CHEMBL4112498,0.626126,CCN(CC)c1nccc(n1)c1sc(NC(=O)N2CC[C@@H]3C[C@]23C(=O)N)nc1C
3pxf,1pxn_ligand_similar_186,CHEMBL1257244,0.62439,c1c(nc(nc1c1c(cccc1)Cl)NCC(O)CO)c1cnc(s1)NC(C)C
3pxf,1pxn_ligand_similar_187,CHEMBL1621065,0.624365,s1c(c2nc(sc2)Nc2ccc(O)cc2)c(nc1NC(=O)C)C
3pxf,1pxn_ligand_similar_188,CHEMBL1257245,0.623853,c1c(nc(nc1c1c(cccc1)CNC(=O)NC)NCCN(C)C)c1cnc(s1)NC(C)C
3pxf,1pxn_ligand_similar_19,CHEMBL2347595,0.837989,S(=O)(=O)(c1cccc(Nc2nccc(n2)c2sc(nc2C)NC)c1)N
3pxf,1pxn_ligand_similar_190,CHEMBL1384007,0.621053,s1c(c2nc(sc2)Nc2cc(OC)ccc2)c(nc1N)C
3pxf,1pxn_ligand_similar_191,CHEMBL1230171,0.621005,c1c(nc(nc1c1c(cccc1)CNC(=O)NCC)NCCN(C)C)c1cnc(s1)NC(C)C
3pxf,1pxn_ligand_similar_193,CHEMBL244857,0.620112,c1c(cccc1)Nc1nc(cs1)c1c(nc(s1)N)C
3pxf,1pxn_ligand_similar_194,CHEMBL3702872,0.619469,CCN(CCOC)c1nccc(n1)c1sc(NC(=O)N2CCC[C@@]2(C)C(=O)N)nc1C
3pxf,1pxn_ligand_similar_195,CHEMBL3640017,0.619048,CCN(Cc1ccccc1)c1nccc(n1)c1sc(NC(=O)N2CCC[C@@]2(C)C(=O)N)nc1C
3pxf,1pxn_ligand_similar_196,CHEMBL1626152,0.617486,s1c(c2nc(sc2)Nc2ccc(cc2)C)c(nc1N)C
3pxf,1pxn_ligand_similar_197,CHEMBL1625555,0.616915,s1c(c2nc(sc2)Nc2ccc(OC)cc2)c(nc1NC(=O)C)C
3pxf,1pxn_ligand_similar_199,CHEMBL1623651,0.61413,s1c(c2nc(sc2)Nc2ccc(N(CC)CC)cc2)c(nc1N)C
3pxf,1pxn_ligand_similar_2,CHEMBL44119,0.962963,c1(c(nc(s1)NC)C)c1nc(Nc2cc(O)ccc2)ncc1
3pxf,1pxn_ligand_similar_203,CHEMBL506120,0.61326,s1cc(nc1Nc1ccc(cc1)N(C)C)c1sc(nc1C)N
3pxf,1pxn_ligand_similar_205,CHEMBL391976,0.610837,s1c(nc(c1c1nc(sc1)Nc1ccc(cc1)OCC)C)NC(=O)C
3pxf,1pxn_ligand_similar_207,CHEMBL1258861,0.609375,c1c(ncnc1c1c(cccc1)Cl)c1cnc(s1)NC(C)C
3pxf,1pxn_ligand_similar_208,CHEMBL3827337,0.608911,c1(sc(c(n1)C)c1nc(ncc1)NC#N)c1ccc(cc1)CCCC
3pxf,1pxn_ligand_similar_209,CHEMBL609915,0.608108,c1nc(nc2c1CCc1c2sc(n1)C)Nc1ccc(cc1)N(C)C
3pxf,1pxn_ligand_similar_21,CHEMBL2348654,0.834225,c1(cccc(Nc2nccc(n2)c2sc(nc2CC(F)(F)F)NC)c1)O
3pxf,1pxn_ligand_similar_210,CHEMBL2164277,0.60804,c1c(cc(c(c1)C(=O)O)O)Nc1nc(cs1)c1c(nc(s1)N)C
3pxf,1pxn_ligand_similar_211,CHEMBL3827153,0.607843,c1(sc(c(n1)C)c1nc(ncc1)N1CCCC1)c1ccc(cc1)CCCC
3pxf,1pxn_ligand_similar_212,CHEMBL1257475,0.60733,n1c(ccnc1c1ccccc1Cl)c1cnc(s1)NC(C)C
3pxf,1pxn_ligand_similar_214,CHEMBL1301488,0.606218,s1c(c2nc(sc2)Nc2cc(ccc2)C(=O)O)c(nc1N)C
3pxf,1pxn_ligand_similar_215,CHEMBL3628627,0.605578,c1ccc(cc1Nc1nc(ccn1)c1sc(nc1c1cc(ccc1)NS(=O)(=O)c1c(cccc1F)F)N1CCOCC1)S(=O)(=O)C
3pxf,1pxn_ligand_similar_219,CHEMBL3828750,0.602041,c1(sc(c(n1)C)c1nc(ncc1)N)c1ccc(cc1)I
3pxf,1pxn_ligand_similar_22,CHEMBL442957,0.824561,c1cc(nc(n1)Nc1ccc(cc1)O)c1sc(nc1C)C
3pxf,1pxn_ligand_similar_220,CHEMBL3827739,0.601942,c1(sc(c(n1)C)c1nc(ncc1)NC(=S)N)c1ccc(cc1)CCCC
3pxf,1pxn_ligand_similar_221,CHEMBL1478742,0.60101,s1c(c2nc(sc2)Nc2c(OC)ccc(OC)c2)c(nc1N)C
3pxf,1pxn_ligand_similar_23,CHEMBL1983715,0.820652,s1c(c2nc(Nc3ccc(N4CCN(CC4)C(=O)C)cc3)ncc2)c(nc1NCC)C
3pxf,1pxn_ligand_similar_24,CHEMBL2347594,0.795812,c1(c(cnc(n1)Nc1cccc(c1)[N+](=O)[O-])O)c1sc(nc1C)NC
3pxf,1pxn_ligand_similar_25,CHEMBL3087447,0.816216,c1(nc(C)c(s1)c1c(cnc(Nc2cc(N3CCN(CC3)C)ccc2)n1)F)NC
3pxf,1pxn_ligand_similar_26,CHEMBL2348647,0.816216,c1(c(cnc(n1)Nc1cccc(c1)N1CCNCC1)F)c1sc(nc1C)NC
3pxf,1pxn_ligand_similar_27,CHEMBL550950,0.816216,c1cnc(nc1c1sc(nc1C)NC)Nc1ccc(cc1)N1CCN(CC1)Cc1ccccc1
3pxf,1pxn_ligand_similar_28,CHEMBL2348638,0.815217,S(=O)(=O)(c1cccc(Nc2ncc(c(n2)c2sc(nc2C)NC)C)c1)N
3pxf,1pxn_ligand_similar_29,CHEMBL1084969,0.813559,c1cnc(nc1c1sc(nc1C)N)Nc1ccc(cc1)N1CCN(CC1)C(=O)C
3pxf,1pxn_ligand_similar_3,CHEMBL431336,0.955696,c1(c(nc(s1)N)C)c1nc(ncc1)Nc1ccc(cc1)O
3pxf,1pxn_ligand_similar_30,CHEMBL2348652,0.811828,N1(CCNCCC1)c1cccc(Nc2nccc(n2)c2sc(nc2C)NC)c1
3pxf,1pxn_ligand_similar_31,CHEMBL1084715,0.811828,c1cnc(nc1c1sc(nc1C)NCC)Nc1ccc(cc1)CNC(=O)C
3pxf,1pxn_ligand_similar_32,CHEMBL2348648,0.808511,c1(c(cnc(n1)Nc1cccc(c1)N1CCOCC1)F)c1sc(nc1C)NC
3pxf,1pxn_ligand_similar_33,CHEMBL2348644,0.807487,N1CCN(CC1)c1ccc(Nc2ncc(c(n2)c2sc(nc2C)NC)C#N)cc1
3pxf,1pxn_ligand_similar_34,CHEMBL47249,0.78125,c1(c(nc(s1)NCC=C)C)c1nc(Nc2cc([N+](=O)[O-])ccc2)ncc1
3pxf,1pxn_ligand_similar_36,CHEMBL2312182,0.773196,c1(cnc(nc1c1sc(nc1C)NC)Nc1cccc(c1)[N+](=O)[O-])C#N
3pxf,1pxn_ligand_similar_37,CHEMBL2348646,0.794737,c1(c(cnc(n1)Nc1cccc(c1)N1CCN(CC1)C(=O)C)F)c1sc(nc1C)NC
3pxf,1pxn_ligand_similar_38,CHEMBL47527,0.794286,Oc1cc(ccc1)Nc1nccc(n1)c1c(C)nc(s1)C
3pxf,1pxn_ligand_similar_39,CHEMBL2348642,0.790576,N1CCN(CC1)c1cccc(Nc2ncc(c(n2)c2sc(nc2C)NC)C#N)c1
3pxf,1pxn_ligand_similar_4,CHEMBL296666,0.917647,c1(c(nc(s1)NCC)C)c1nc(Nc2cc(O)ccc2)ncc1
3pxf,1pxn_ligand_similar_40,CHEMBL2347597,0.789474,S(=O)(=O)(c1cccc(Nc2ncc(c(n2)c2sc(nc2C)NC)F)c1)N
3pxf,1pxn_ligand_similar_41,CHEMBL2312193,0.769231,c1cnc(nc1c1sc(nc1c1ccccc1)NC)Nc1cc(ccc1)[N+](=O)[O-]
3pxf,1pxn_ligand_similar_42,CHEMBL2348844,0.787356,O=S(=O)(N)c1ccc(cc1)Nc1nccc(n1)c1sc(nc1)NC
3pxf,1pxn_ligand_similar_43,CHEMBL2348637,0.786458,S(=O)(=O)(c1cccc(Nc2ncc(c(n2)c2sc(nc2C)NC)Cl)c1)N
3pxf,1pxn_ligand_similar_44,CHEMBL2348643,0.786458,N1(CCN(CC1)c1ccc(Nc2ncc(c(n2)c2sc(nc2C)NC)C#N)cc1)C(=O)C
3pxf,1pxn_ligand_similar_45,CHEMBL2348843,0.786458,O=S(=O)(N)c1ccc(cc1)Nc1nccc(n1)c1sc(nc1C(F)(F)F)NC
3pxf,1pxn_ligand_similar_46,CHEMBL4097082,0.786096,Cc1c(sc(NC2CCCC2)n1)c1nc(Nc2ccccn2)ncc1
3pxf,1pxn_ligand_similar_48,CHEMBL2347596,0.783505,S(=O)(=O)(c1cccc(Nc2ncc(c(n2)c2sc(nc2C)NC)O)c1)N
3pxf,1pxn_ligand_similar_49,CHEMBL2348645,0.782383,c1(c(cnc(n1)Nc1cccc(c1)N1CCCCC1)C#N)c1sc(nc1C)NC
3pxf,1pxn_ligand_similar_5,CHEMBL1083152,0.913295,c1cnc(nc1c1sc(nc1C)NC)Nc1cc(c(c(c1)OC)OC)OC
3pxf,1pxn_ligand_similar_51,CHEMBL3087445,0.778378,c1(cnc(nc1c1sc(nc1C)N)Nc1cc(ccc1)N1CCN(CC1)C)F
3pxf,1pxn_ligand_similar_53,CHEMBL295127,0.777778,c1(c(nc(s1)C)C)c1nc(ncc1)Nc1ccccc1
3pxf,1pxn_ligand_similar_54,CHEMBL2348639,0.777202,S(=O)(=O)(c1cccc(Nc2ncc(c(n2)c2sc(nc2C)NC)CC)c1)N
3pxf,1pxn_ligand_similar_55,CHEMBL3087438,0.77551,C(=O)(c1cccc(Nc2nccc(n2)c2sc(nc2C)NC)c1)N1CCOCC1
3pxf,1pxn_ligand_similar_56,CHEMBL3087444,0.773196,N#Cc1cnc(nc1c1sc(nc1C)NC)Nc1cc(ccc1)S(=O)(=O)C
3pxf,1pxn_ligand_similar_57,CHEMBL2348641,0.770408,N1(CCN(CC1)c1cccc(Nc2ncc(c(n2)c2sc(nc2C)NC)C#N)c1)C(=O)C
3pxf,1pxn_ligand_similar_58,CHEMBL2348847,0.769231,O=S(=O)(N)c1ccc(cc1)Nc1nccc(n1)c1sc(nc1C1CC1)NC
3pxf,1pxn_ligand_similar_59,CHEMBL2348653,0.75,c1(cccc(Nc2nccc(n2)c2sc(nc2CC(F)(F)F)NC)c1)[N+](=O)[O-]
3pxf,1pxn_ligand_similar_6,CHEMBL2312190,0.902857,c1(cnc(nc1c1sc(nc1C)NC)Nc1ccc(cc1)O)C#N
3pxf,1pxn_ligand_similar_60,CHEMBL1083151,0.768817,c1cnc(nc1c1sc(nc1C)C)Nc1cc(c(c(c1)OC)OC)OC
3pxf,1pxn_ligand_similar_61,CHEMBL1083150,0.768786,c1cnc(nc1c1sc(nc1C)C)Nc1ccc(cc1)NC
3pxf,1pxn_ligand_similar_62,CHEMBL1084454,0.768786,c1cnc(nc1c1sc(nc1C)C)Nc1ccc(cc1)N
3pxf,1pxn_ligand_similar_63,CHEMBL46817,0.768786,c1nc(nc(c1)c1c(nc(s1)C)C)Nc1ccc(cc1)N(C)C
3pxf,1pxn_ligand_similar_64,CHEMBL2348842,0.766497,O=S(=O)(c1cccc(Nc2nccc(n2)c2sc(nc2C(F)(F)F)NC)c1)N
3pxf,1pxn_ligand_similar_66,CHEMBL2312183,0.765306,c1(cnc(nc1c1sc(nc1C)NC)Nc1cc(ccc1)S(=O)(=O)N)C#N
3pxf,1pxn_ligand_similar_67,CHEMBL4103642,0.762626,Cc1c(sc(Nc2ccccc2)n1)c1nc(Nc2ccc(N3CCN(CC3)C)cn2)ncc1
3pxf,1pxn_ligand_similar_68,CHEMBL4077857,0.762626,Cc1c(sc(N(c2ccccc2)C)n1)c1nc(Nc2ccc(N3CCN(CC3)C)cn2)ncc1
3pxf,1pxn_ligand_similar_69,CHEMBL4085708,0.762626,Cc1c(sc(Nc2ccccc2)n1)c1nc(Nc2ccc(N3CCNCC3)cn2)ncc1
3pxf,1pxn_ligand_similar_7,CHEMBL295398,0.89375,c1(c(nc(s1)N)C)c1nc(ncc1)Nc1ccc(N(C)C)cc1
3pxf,1pxn_ligand_similar_72,CHEMBL2348640,0.753769,S(=O)(=O)(c1cccc(Nc2ncc(c(n2)c2sc(nc2C)NC)CCC)c1)N
3pxf,1pxn_ligand_similar_73,CHEMBL3087448,0.752632,S(=O)(=O)(c1cccc(Nc2ncc(c(n2)c2sc(nc2C)N)F)c1)N
3pxf,1pxn_ligand_similar_74,CHEMBL2312185,0.751244,N1(CCCNCC1)c1cc(Nc2ncc(c(n2)c2sc(nc2C)NC)C#N)ccc1
3pxf,1pxn_ligand_similar_75,CHEMBL2348846,0.75,O=S(=O)(c1cccc(Nc2nccc(n2)c2sc(nc2C2CC2)NC)c1)N
3pxf,1pxn_ligand_similar_76,CHEMBL297412,0.747191,c1(c(nc(s1)C)C)c1nc(ncc1)Nc1ccc(F)cc1
3pxf,1pxn_ligand_similar_78,CHEMBL44712,0.743017,c1(c(nc(s1)C)C)c1nc(Nc2cc(Cl)ccc2)ncc1
3pxf,1pxn_ligand_similar_79,CHEMBL44063,0.743017,c1(c(nc(s1)C)C)c1nc(Nc2c(Cl)cccc2)ncc1
3pxf,1pxn_ligand_similar_8,CHEMBL1999484,0.877907,s1c(c2nc(Nc3ccc(N4CCNCC4)cc3)ncc2)c(nc1NC)C
3pxf,1pxn_ligand_similar_80,CHEMBL4100252,0.738916,Cc1c(sc(NC(C)C)n1)c1nc(Nc2ccc(N3CCOCC3)cn2)ncc1
3pxf,1pxn_ligand_similar_81,CHEMBL47690,0.724324,c1(c(nc(s1)C)C)c1nc(ncc1)Nc1ccc([N+](=O)[O-])cc1
3pxf,1pxn_ligand_similar_82,CHEMBL4095884,0.736318,Cc1c(sc(NC(C)C)n1)c1nc(Nc2ccc(N3CCNCC3)cn2)ncc1
3pxf,1pxn_ligand_similar_83,CHEMBL4088160,0.736318,Cc1c(sc(NC(C)C)n1)c1nc(Nc2ccc(N3CCN(CC3)C)cn2)ncc1
3pxf,1pxn_ligand_similar_84,CHEMBL2348841,0.735294,O=S(=O)(c1cccc(Nc2nccc(n2)c2sc(nc2CC(F)(F)F)NC)c1)N
3pxf,1pxn_ligand_similar_85,CHEMBL432116,0.734807,c1(c(nc(s1)C)C)c1nc(Nc2cc(F)ccc2)ncc1
3pxf,1pxn_ligand_similar_86,CHEMBL3087442,0.73301,S(=O)(=O)(c1cccc(Nc2ncc(c(n2)c2sc(nc2C)NC)F)c1)NCCOC
3pxf,1pxn_ligand_similar_87,CHEMBL1085626,0.73262,c1cnc(nc1c1sc(nc1C)C)Nc1ccc(cc1)N1CCOCC1
3pxf,1pxn_ligand_similar_88,CHEMBL433068,0.730769,c1(c(nc(s1)C)C)c1nc(Nc2cc(c(cc2)N(C)C)Cl)ncc1
3pxf,1pxn_ligand_similar_89,CHEMBL297447,0.730769,c1(c(nc(s1)C)C)c1nc(Nc2c(F)cccc2)ncc1
3pxf,1pxn_ligand_similar_9,CHEMBL46429,0.847458,c1(c(nc(s1)NC)C)c1nc(Nc2cc([N+](=O)[O-])ccc2)ncc1
3pxf,1pxn_ligand_similar_90,CHEMBL48109,0.730769,FC(F)(F)c1ccc(cc1)Nc1nccc(n1)c1sc(nc1C)C
3pxf,1pxn_ligand_similar_91,CHEMBL47132,0.730769,c1(c(nc(s1)C)C)c1nc(Nc2cc(C#N)ccc2)ncc1
3pxf,1pxn_ligand_similar_92,CHEMBL3087434,0.729469,c1(cnc(nc1c1sc(nc1C)NC)Nc1cccc(c1)C(=O)NC1CCN(CC1)C)F
3pxf,1pxn_ligand_similar_93,CHEMBL3087436,0.729469,c1(cnc(nc1c1sc(nc1C)NC)Nc1cccc(c1)C(=O)N1CCN(CC1)C)C#N
3pxf,1pxn_ligand_similar_94,CHEMBL3087437,0.729469,c1(cnc(nc1c1sc(nc1C)NC)Nc1cccc(c1)C(=O)N1CCN(CC1)C(=O)C)C#N
3pxf,1pxn_ligand_similar_95,CHEMBL2348651,0.729469,N1(CCN(CCC1)C(=O)C)c1cccc(Nc2ncc(c(n2)c2sc(nc2C)NC)C#N)c1
3pxf,1pxn_ligand_similar_97,CHEMBL4089373,0.729064,Cc1c(sc(NC2CCCC2)n1)c1nc(Nc2ccc(N3CCCCC3)cn2)ncc1
3pxf,1pxn_ligand_similar_98,CHEMBL3087431,0.727273,s1c(c(nc1NC)C)c1ccnc(Nc2cc(c(C)cc2)S(=O)(=O)N2CCOCC2)n1
3pxf,1pxn_ligand_similar_99,CHEMBL3087433,0.725962,c1(cnc(nc1c1sc(nc1C)NC)Nc1ccc(cc1)C(=O)NC1CCN(CC1)C)C#N
3pxf,2fvd_ligand_similar_10,CHEMBL1795349,0.859873,N1(CCC(CC1)Nc1ncc(cn1)C(=O)c1cc(ccc1OC)F)S(=O)(=O)C
3pxf,2fvd_ligand_similar_11,CHEMBL385373,0.822485,C1(CCN(CC1)S(=O)(=O)C)Nc1ncc(c(n1)N)C(=O)c1cc(ccc1OC)Cl
3pxf,2fvd_ligand_similar_12,CHEMBL1795627,0.80814,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)S(=O)(=O)Cc1ccccc1
3pxf,2fvd_ligand_similar_13,CHEMBL265903,0.805031,C1(CCN(CC1)S(=O)(=O)C)Nc1ncc(c(n1)N)C(=O)c1c(cccc1F)F
3pxf,2fvd_ligand_similar_14,CHEMBL1795650,0.801242,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccc(cc1)OC)S(=O)(=O)C
3pxf,2fvd_ligand_similar_15,CHEMBL1795657,0.789809,N1(CCC(CC1)Nc1ncc(cn1)C(=O)c1ccccc1OC)S(=O)(=O)C
3pxf,2fvd_ligand_similar_16,CHEMBL1795649,0.786585,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1cccc(c1)OC)S(=O)(=O)C
3pxf,2fvd_ligand_similar_17,CHEMBL1795647,0.757962,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1)S(=O)(=O)C
3pxf,2fvd_ligand_similar_18,CHEMBL387448,0.757962,C1(CCNCC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC
3pxf,2fvd_ligand_similar_19,CHEMBL214831,0.753165,C1(CCN(CC1)C)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC
3pxf,2fvd_ligand_similar_2,CHEMBL213713,0.969136,C1(CCN(CC1)S(=O)(=O)C)Nc1ncc(c(n1)N)C(=O)c1c(c(c(cc1OC)F)F)F
3pxf,2fvd_ligand_similar_20,CHEMBL1795648,0.734568,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1C)S(=O)(=O)C
3pxf,2fvd_ligand_similar_21,CHEMBL1795658,0.730994,N1(CCC(CC1)Nc1ncc(c(n1)C)C(=O)c1ccccc1OC)S(=O)(=O)C
3pxf,2fvd_ligand_similar_22,CHEMBL217537,0.730061,C1(CCN(CC1)C(=O)C)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC
3pxf,2fvd_ligand_similar_23,CHEMBL384356,0.721212,C1(CCN(CC1)C(=O)CCC)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC
3pxf,2fvd_ligand_similar_24,CHEMBL216148,0.708333,C1(CCN(CC1)C(=O)C)Nc1ncc(c(n1)N)C(=O)c1ccccc1OCC
3pxf,2fvd_ligand_similar_25,CHEMBL1795651,0.702703,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1cc(ccc1OC)F)C(=O)Nc1ccccc1
3pxf,2fvd_ligand_similar_26,CHEMBL1795629,0.695906,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)c1nc2c([nH]1)cccc2
3pxf,2fvd_ligand_similar_27,CHEMBL1795626,0.69186,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Cc1ccccc1
3pxf,2fvd_ligand_similar_28,CHEMBL385907,0.69186,C1(CCN(CC1)C(=O)NCC)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC
3pxf,2fvd_ligand_similar_29,CHEMBL217443,0.676136,C1(CCN(CC1)C(=O)OCC)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC
3pxf,2fvd_ligand_similar_30,CHEMBL1795635,0.672043,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1ccc(cc1)F
3pxf,2fvd_ligand_similar_31,CHEMBL1795630,0.668539,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)c1nc2c(n1C)cccc2
3pxf,2fvd_ligand_similar_32,CHEMBL1795633,0.657895,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1ccccc1F
3pxf,2fvd_ligand_similar_33,CHEMBL1795634,0.657895,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1cccc(c1)F
3pxf,2fvd_ligand_similar_34,CHEMBL1795632,0.657609,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)c1nccs1
3pxf,2fvd_ligand_similar_35,CHEMBL1795628,0.648649,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1ccccc1
3pxf,2fvd_ligand_similar_36,CHEMBL1795638,0.645161,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1ccc(cc1)C
3pxf,2fvd_ligand_similar_37,CHEMBL1795641,0.638298,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1ccc(cc1)OC
3pxf,2fvd_ligand_similar_38,CHEMBL214025,0.636364,C1(CCN(CC1)C(=O)OCC)Nc1ncc(c(n1)N)C(=O)c1ccccc1F
3pxf,2fvd_ligand_similar_39,CHEMBL1795637,0.634921,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1cccc(c1)C
3pxf,2fvd_ligand_similar_4,CHEMBL268507,0.955414,C1(CCN(CC1)S(=O)(=O)C)Nc1ncc(c(n1)N)C(=O)c1cc(ccc1OC)F
3pxf,2fvd_ligand_similar_40,CHEMBL1795636,0.634921,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1ccccc1C
3pxf,2fvd_ligand_similar_41,CHEMBL1795653,0.631579,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OCC)C(=O)Nc1ccccc1
3pxf,2fvd_ligand_similar_42,CHEMBL1795643,0.627778,[C@H]1(CC[C@H](CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1ccccc1
3pxf,2fvd_ligand_similar_43,CHEMBL1795642,0.627778,[C@H]1(CC[C@@H](CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1ccccc1
3pxf,2fvd_ligand_similar_44,CHEMBL1795640,0.625,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1cccc(c1)OC
3pxf,2fvd_ligand_similar_45,CHEMBL1795639,0.621762,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)C(=O)Nc1ccccc1OC
3pxf,2fvd_ligand_similar_48,CHEMBL1795631,0.60199,N1(CCC(CC1)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC)c1nc2c(s1)cccc2
3pxf,2fvd_ligand_similar_5,CHEMBL385733,0.955414,C1(CCN(CC1)S(=O)(=O)C)Nc1ncc(c(n1)N)C(=O)c1c(cccc1OC)F
3pxf,2fvd_ligand_similar_6,CHEMBL214183,0.932927,C1(CCN(CC1)S(=O)(=O)C)Nc1ncc(c(n1)N)C(=O)c1cc(c(c(c1OC)F)F)F
3pxf,2fvd_ligand_similar_7,CHEMBL277351,0.9125,C1(CCN(CC1)S(=O)(=O)C)Nc1ncc(c(n1)N)C(=O)c1ccc(cc1OC)F
3pxf,2fvd_ligand_similar_8,CHEMBL216126,0.88535,C1(CCN(CC1)S(=O)(=O)C)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC
3pxf,2fvd_ligand_similar_9,CHEMBL385190,0.863354,C1(CCN(CC1)S(=O)(=O)CC)Nc1ncc(c(n1)N)C(=O)c1ccccc1OC
3pxf,2xnb_ligand_similar_5,CHEMBL1901114,0.756098,s1c(c(n(c1=O)C)C)c1nc(ncc1)NCc1cnccc1
3pxf,3pxf_ligand_similar_11,CHEMBL119489,0.607843,c1(cccc2c(cccc12)N(C)C)S(=O)(=O)N
3pxf,3pxf_ligand_similar_2,CHEMBL285527,0.816327,S(=O)(=O)(O)c1c2c(ccc1)cccc2Nc1ccccc1
3pxf,3pxf_ligand_similar_4,CHEMBL1269944,0.714286,c1ccc(c2c1cccc2Nc1ccc(cc1)C)S(=O)(=O)N
3pxf,3pxf_ligand_similar_5,CHEMBL1160036,0.686275,S(=O)(=O)(c1c2cc(Nc3ccccc3)ccc2ccc1)O
3pxf,3pxf_ligand_similar_6,CHEMBL1160024,0.686275,S(=O)(=O)(c1c2c(c(Nc3ccccc3)ccc2)ccc1)O
3pxf,3pxf_ligand_similar_7,CHEMBL1716317,0.614035,S(=O)(=O)(O)c1cc2c(c(O)c1)ccc(Nc1ccccc1)c2
3pxf,3pxf_ligand_similar_8,CHEMBL1271266,0.614035,c1(cc2c(cc(cc2cc1)S(=O)(=O)O)O)Nc1ccccc1
3pxf,3pxf_ligand_similar_9,CHEMBL1160035,0.614035,S(=O)(=O)(c1c(c2c(cc1)cccc2)Nc1ccccc1)O
3pxf,4eor_ligand_similar_10,CHEMBL331123,0.903846,S(=O)(=O)(c1c(cc(Nc2nc3c(c(n2)OCC2CCCCC2)[nH]cn3)cc1)OC)N
3pxf,4eor_ligand_similar_104,CHEMBL121099,0.61039,n1c2c(c(nc1NC)OCc1ccccc1)[nH]cn2
3pxf,4eor_ligand_similar_106,CHEMBL2425904,0.625,O=S(=O)(c1ccc(Nc2nc(c(c(n2)N)/[N+](=N/C#N)/[O-])OCC2CCCCC2)cc1)NCCO
3pxf,4eor_ligand_similar_108,CHEMBL2296275,0.605442,N(c1nccc(n1)OCC1CCCCC1)c1cc(ccc1)Br
3pxf,4eor_ligand_similar_11,CHEMBL4078246,0.893617,O=S(=O)(c1ccc(Nc2nc(c3c(n2)[nH]cn3)OC(C)C)cc1)N
3pxf,4eor_ligand_similar_110,CHEMBL319709,0.604938,c1(nc(cc(n1)N)OCC1CCCCC1)Nc1ccc(C(=O)N)cc1
3pxf,4eor_ligand_similar_113,CHEMBL115498,0.603774,n1c2c(c(nc1N)OCC1CC=CCC1)[nH]cn2
3pxf,4eor_ligand_similar_114,CHEMBL4073211,0.602837,O=S(=O)(c1ccc(Nc2ncc3c(n2)[nH]cn3)cc1)N
3pxf,4eor_ligand_similar_115,CHEMBL406956,0.601307,n1c(nc2c(c1OCC1CCNCC1)nc[nH]2)N
3pxf,4eor_ligand_similar_14,CHEMBL122264,0.843972,c1(nc(OCC2CCCCC2)c2[nH]cnc2n1)Nc1ccccc1
3pxf,4eor_ligand_similar_15,CHEMBL4086832,0.833333,O=S(=O)(c1ccc(Nc2nc(c3c(n2)[nH]cn3)OCC#C)cc1)N
3pxf,4eor_ligand_similar_16,CHEMBL332550,0.827815,n1c(nc(c2c1nc[nH]2)OCC1CCCCC1)Nc1cc(SC)ccc1
